_id,severity,@timestamp,host,@version,message,facility,syslog-tag,timestamp,tags
{'$oid': '5a0d063cdabef62d6d0189ab'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.chrome previously imported,user,setroubleshoot:,2017-11-16T11:30:04.407126+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189ac'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.catchall_labels previously imported,user,setroubleshoot:,2017-11-16T11:30:04.407084+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189ad'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.catchall_boolean previously imported,user,setroubleshoot:,2017-11-16T11:30:04.407052+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189ae'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.catchall previously imported,user,setroubleshoot:,2017-11-16T11:30:04.407024+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189af'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.bind_ports previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406994+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b0'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.automount_exec_config previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406961+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b1'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.associate previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406932+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b2'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_ftpd_use_nfs previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406903+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b3'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_ftpd_use_cifs previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406873+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b4'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_execstack previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406836+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b5'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_execmod previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406800+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b6'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_execheap previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406767+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b7'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, load_plugins() plugins.allow_anon_write previously imported,user,setroubleshoot:,2017-11-16T11:30:04.406605+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b8'},debug,"""2017-11-16T03:30:04.460Z""",h100,1," load_plugins() names=['allow_anon_write', 'allow_execheap', 'allow_execmod', 'allow_execstack', 'allow_ftpd_use_cifs', 'allow_ftpd_use_nfs', 'associate', 'automount_exec_config', 'bind_ports', 'catchall', 'catchall_boolean', 'catchall_labels', 'chrome', 'connect_ports', 'cvs_data', 'dac_override', 'device', 'disable_ipv6', 'file', 'filesystem_associate', 'httpd_can_sendmail', 'httpd_write_content', 'kernel_modules', 'leaks', 'mmap_zero', 'mounton', 'mozplugger', 'mozplugger_remove', 'openvpn', 'public_content', 'qemu_blk_image', 'qemu_file_image', 'restorecon', 'restorecon_source', 'rsync_data', 'samba_share', 'sandbox_connect', 'selinuxpolicy', 'setenforce', 'sshd_root', 'swapfile', 'sys_module', 'sys_resource', 'vbetool', 'wine', 'xen_image']",user,setroubleshoot:,2017-11-16T11:30:04.406574+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189b9'},err,"""2017-11-16T03:30:04.460Z""",h100,1, SELinux is preventing /usr/lib/systemd/systemd-logind from mounton access on the directory . For complete SELinux messages. run sealert -l 1f18580c-7657-41ab-af43-1142793cac3c,user,setroubleshoot:,2017-11-16T11:30:04.405715+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189ba'},debug,"""2017-11-16T03:30:04.460Z""",h100,1, sending alert to all clients,user,setroubleshoot:,2017-11-16T11:30:04.405515+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189bb'},debug,"""2017-11-16T03:30:04.461Z""",h100,1, signature found in database,user,setroubleshoot:,2017-11-16T11:30:04.405495+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189bc'},debug,"""2017-11-16T03:30:04.461Z""",h100,1, lookup_signature: found 1 matches with scores 1.00,user,setroubleshoot:,2017-11-16T11:30:04.405325+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189bd'},err,"""2017-11-16T03:30:04.461Z""",h100,1, Plugin Exception restorecon ,user,setroubleshoot:,2017-11-16T11:30:04.405146+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189be'},debug,"""2017-11-16T03:30:04.461Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510803002.29:115814): ,user,setroubleshoot:,2017-11-16T11:30:04.296579+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189bf'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510803002.29:115814): arch=c000003e syscall=166 success=yes exit=0 a0=7f10714f2980 a1=2 a2=5b30 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-16T11:30:04.296494+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c0'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510803002.29:115814): avc:  denied  { unmount } for  pid=908 comm=""systemd-logind"" scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem",user,setroubleshoot:,2017-11-16T11:30:04.296155+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c1'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510803002.029:115814): avc:  denied  { unmount } for  pid=908 comm=""systemd-logind"" scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=filesystem#012node=GOS100 type=SYSCALL msg=audit(1510803002.029:115814): arch=c000003e syscall=166 success=yes exit=0 a0=7f10714f2980 a1=2 a2=5b30 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510803002.029:115814): #012) called: 1 Connections",user,setroubleshoot:,2017-11-16T11:30:04.295927+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c2'},debug,"""2017-11-16T03:30:04.461Z""",h100,1, AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=EOE msg=audit(1510803002.29:115813): ,user,setroubleshoot:,2017-11-16T11:30:04.243406+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c3'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=SYSCALL msg=audit(1510803002.29:115813): arch=c000003e syscall=2 success=yes exit=20 a0=7f10714f2980 a1=f0800 a2=0 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)",user,setroubleshoot:,2017-11-16T11:30:04.243312+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c4'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," AuditRecordReceiver.add_record_to_cache(): node=GOS100 type=AVC msg=audit(1510803002.29:115813): avc:  denied  { read } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=107310866 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=dir",user,setroubleshoot:,2017-11-16T11:30:04.242564+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef62d6d0189c5'},debug,"""2017-11-16T03:30:04.461Z""",h100,1," dbus avc(node=GOS100 type=AVC msg=audit(1510803002.029:115813): avc:  denied  { read } for  pid=908 comm=""systemd-logind"" name=""/"" dev=""tmpfs"" ino=107310866 scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 tclass=dir#012node=GOS100 type=SYSCALL msg=audit(1510803002.029:115813): arch=c000003e syscall=2 success=yes exit=20 a0=7f10714f2980 a1=f0800 a2=0 a3=0 items=0 ppid=1 pid=908 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""systemd-logind"" exe=""/usr/lib/systemd/systemd-logind"" subj=system_u:system_r:systemd_logind_t:s0 key=(null)#012node=GOS100 type=EOE msg=audit(1510803002.029:115813): #012) called: 1 Connections",user,setroubleshoot:,2017-11-16T11:30:04.235791+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189c6'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, analyze_avc() avc=scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 access=['read'] tclass=dir tpath= ,user,setroubleshoot:,2017-11-16T11:30:04.656812+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189c7'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.xen_image previously imported,user,setroubleshoot:,2017-11-16T11:30:04.656005+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189c8'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.wine previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655972+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189c9'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.vbetool previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655936+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ca'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.sys_resource previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655908+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189cb'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.sys_module previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655878+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189cc'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.swapfile previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655846+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189cd'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.sshd_root previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655815+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ce'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.setenforce previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655771+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189cf'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.selinuxpolicy previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655721+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d0'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.sandbox_connect previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655673+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d1'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.samba_share previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655644+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d2'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.rsync_data previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655616+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d3'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.restorecon_source previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655587+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d4'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.restorecon previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655549+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d5'},debug,"""2017-11-16T03:30:04.713Z""",h100,1, load_plugins() plugins.qemu_file_image previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655519+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d6'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.qemu_blk_image previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655488+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d7'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.public_content previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655441+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d8'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.openvpn previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655411+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189d9'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.mozplugger_remove previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655376+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189da'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.mozplugger previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655347+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189db'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.mounton previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655317+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189dc'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.mmap_zero previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655288+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189dd'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.leaks previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655260+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189de'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.kernel_modules previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655231+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189df'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.httpd_write_content previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655193+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e0'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.httpd_can_sendmail previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655163+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e1'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.filesystem_associate previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655132+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e2'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.file previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655100+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e3'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.disable_ipv6 previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655068+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e4'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.device previously imported,user,setroubleshoot:,2017-11-16T11:30:04.655021+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e5'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.dac_override previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654973+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e6'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.cvs_data previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654933+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e7'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.connect_ports previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654902+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e8'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.chrome previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654873+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189e9'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.catchall_labels previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654840+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ea'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.catchall_boolean previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654809+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189eb'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.catchall previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654781+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ec'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.bind_ports previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654751+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ed'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.automount_exec_config previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654721+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ee'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.associate previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654683+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189ef'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.allow_ftpd_use_nfs previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654654+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f0'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.allow_ftpd_use_cifs previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654625+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f1'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.allow_execstack previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654594+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f2'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.allow_execmod previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654563+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f3'},debug,"""2017-11-16T03:30:04.714Z""",h100,1, load_plugins() plugins.allow_execheap previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654530+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f4'},debug,"""2017-11-16T03:30:04.715Z""",h100,1, load_plugins() plugins.allow_anon_write previously imported,user,setroubleshoot:,2017-11-16T11:30:04.654467+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f5'},debug,"""2017-11-16T03:30:04.715Z""",h100,1," load_plugins() names=['allow_anon_write', 'allow_execheap', 'allow_execmod', 'allow_execstack', 'allow_ftpd_use_cifs', 'allow_ftpd_use_nfs', 'associate', 'automount_exec_config', 'bind_ports', 'catchall', 'catchall_boolean', 'catchall_labels', 'chrome', 'connect_ports', 'cvs_data', 'dac_override', 'device', 'disable_ipv6', 'file', 'filesystem_associate', 'httpd_can_sendmail', 'httpd_write_content', 'kernel_modules', 'leaks', 'mmap_zero', 'mounton', 'mozplugger', 'mozplugger_remove', 'openvpn', 'public_content', 'qemu_blk_image', 'qemu_file_image', 'restorecon', 'restorecon_source', 'rsync_data', 'samba_share', 'sandbox_connect', 'selinuxpolicy', 'setenforce', 'sshd_root', 'swapfile', 'sys_module', 'sys_resource', 'vbetool', 'wine', 'xen_image']",user,setroubleshoot:,2017-11-16T11:30:04.654447+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f6'},err,"""2017-11-16T03:30:04.715Z""",h100,1, SELinux is preventing /usr/lib/systemd/systemd-logind from mounton access on the directory . For complete SELinux messages. run sealert -l 1f18580c-7657-41ab-af43-1142793cac3c,user,setroubleshoot:,2017-11-16T11:30:04.653612+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f7'},debug,"""2017-11-16T03:30:04.715Z""",h100,1, sending alert to all clients,user,setroubleshoot:,2017-11-16T11:30:04.653399+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f8'},debug,"""2017-11-16T03:30:04.715Z""",h100,1, signature found in database,user,setroubleshoot:,2017-11-16T11:30:04.653381+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189f9'},debug,"""2017-11-16T03:30:04.715Z""",h100,1, lookup_signature: found 1 matches with scores 1.00,user,setroubleshoot:,2017-11-16T11:30:04.653260+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063cdabef68bee0189fa'},err,"""2017-11-16T03:30:04.715Z""",h100,1, Plugin Exception restorecon_source ,user,setroubleshoot:,2017-11-16T11:30:04.653069+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b30189fb'},debug,"""2017-11-16T03:30:04.966Z""",h100,1, analyze_avc() avc=scontext=system_u:system_r:systemd_logind_t:s0 tcontext=system_u:object_r:tmpfs_t:s0 access=['unmount'] tclass=filesystem tpath= ,user,setroubleshoot:,2017-11-16T11:30:04.883233+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b30189fc'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.xen_image previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882493+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b30189fd'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.wine previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882465+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b30189fe'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.vbetool previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882436+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b30189ff'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.sys_resource previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882409+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b3018a00'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.sys_module previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882375+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b3018a01'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.swapfile previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882331+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b3018a02'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.sshd_root previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882303+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b3018a03'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.setenforce previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882277+08:00,"['_grokparsefailure', '_dateparsefailure']"
{'$oid': '5a0d063ddabef637b3018a04'},debug,"""2017-11-16T03:30:04.967Z""",h100,1, load_plugins() plugins.selinuxpolicy previously imported,user,setroubleshoot:,2017-11-16T11:30:04.882251+08:00,"['_grokparsefailure', '_dateparsefailure']"
